sector,quarter,cum_funding_m,num_companies,avg_funding_rounds,avg_investor_quality,total_venture_m,total_seed_m,total_angel_m,total_pe_m,max_single_round_m,avg_round_types,cum_funding_running_m,new_funding_m,rolling_2q_funding,prev_2q_funding,funding_velocity,round_frequency,valuation_stepup,investor_competition,sentiment_proxy,stem,investor_tier,sector_multiple,trl,regulatory_momentum,cost_years_remaining,competitor_count,current_value_score,momentum_score,future_potential_score,techstock_score,techstock_market_cap_m
Data Center,2011-07-01,121.728245,21,1.8571428571428572,1.2190476190476192,102.801712,4.381691,1.436998,0.0,24.0,0.47619047619047616,2561.560804,121.728245,521.138663,331.469897,0.5722050996015329,0.22580644918487688,0.2,0.05952380952380952,0.7770807068941383,data_center,1.4,14.0,7.0,0.5,3.0,16.75,2.545336585334908,35.93753557875437,95.32643427484906,37.427880655410256,38980.19863779919
Semiconductor Plant,2011-07-01,356.424379,15,2.066666666666667,1.3666666666666667,199.719211,0.204142,0.0,153.251026,149.938635,0.6666666666666666,7759.2817939999995,356.424379,955.962648,786.003557,0.21623196138254624,0.6249999739583344,0.5195998817156177,0.08333333333333333,0.3698860719996261,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,14.25,8.646130462541617,39.40921889176,88.19018070880038,39.29922397433275,33513.55047976553
AI Campus,2011-10-01,8.352678,4,1.25,1.125,5.5,2.852678,0.0,0.0,7.5,0.25,402.66328999999996,8.352678,9.027677999999998,11.782585000000001,-0.23381174557096404,0.15999999360000025,10.0,0.03125,-0.2585631162254269,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.75,0.36840827875021187,37.284472342895285,63.168134476878684,28.988962250733103,14371.433862519287
AI Intersections,2011-10-01,2288.385277,117,1.8376068376068375,1.305982905982906,1818.64938,15.710704,1.1,261.920753,172.264126,0.4358974358974359,24133.607919000002,2288.385277,4119.1318169999995,2702.637159,0.5241157336858344,0.34615384512972236,0.4339695060715984,0.05448717948717949,-0.05483698358688538,AI_Intersections,1.2,20.0,3.0,0.4,8.0,110.0,25.69981611157875,28.64316736572264,11.184223356220377,23.101090861689514,71394.14263517279
Autonomous Vehicles,2011-10-01,228.689279,15,1.7333333333333334,1.24,223.310616,5.103663,0.25,0.0,67.0,0.4666666666666667,2511.4241570000004,228.689279,323.75957600000004,243.84379099999998,0.3277335229432458,0.23076922721893497,1.8457300275482096,0.058333333333333334,0.11288580316808472,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,13.5,2.5384065337394635,29.75751223134698,71.39782624084874,29.279948454679413,44873.02751073294
Data Center,2011-10-01,121.803574,19,2.210526315789474,1.2,105.926221,4.646906,2.492504,0.0,62.750002,0.3684210526315789,2683.364378,121.803574,243.53181899999998,584.268691,-0.5831852308115801,0.2043010730720315,2.6145834166666666,0.046052631578947366,-0.08460464908294041,data_center,1.4,14.0,7.0,0.5,3.0,19.0,2.6247371910054005,19.650876121529297,82.03174486212721,28.435637734469218,44344.08796623455
Semiconductor Plant,2011-10-01,36.118259,6,2.0,1.3166666666666667,17.95421,0.0,0.0,17.664049,21.663227,0.3333333333333333,7795.400052999999,36.118259,392.542638,1096.84059,-0.6421151421446618,0.24999998958333375,0.2,0.041666666666666664,-0.43744699624354916,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,12.75,8.368551178466339,9.719367666128942,75.5424317946284,25.634807103188763,29349.89123102583
AI Campus,2012-01-01,7.08,6,1.5,1.0333333333333334,1.0,3.6,0.3,0.0,3.8,0.0,409.74328999999994,7.08,15.432678,5.925,1.604671121574494,0.23999999040000036,0.5066666666666666,0.0,0.04189880422527992,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.5,0.3442757829897246,34.683855944271194,67.19393984894849,29.07554485592793,9544.290662726627
AI Intersections,2012-01-01,2689.941519,115,2.1130434782608694,1.3591304347826088,1858.329708,9.013195,0.0,615.667825,250.0,0.5478260869565217,26823.549438000002,2689.941519,4978.326795999999,2957.8423350000003,0.6830940366254866,0.34023668538391516,1.4512597939283074,0.06847826086956521,0.353656267129271,AI_Intersections,1.2,20.0,3.0,0.4,8.0,109.75,29.726918590093877,38.13943918330897,17.545602447659682,29.62597176211061,78876.05470907925
Autonomous Vehicles,2012-01-01,45.725816,13,1.6153846153846154,1.1846153846153846,37.837816,4.738,0.0,0.0,15.7,0.3076923076923077,2557.1499730000005,45.725816,274.415095,271.876689,0.009336607709914407,0.199999996923077,0.2343283582089552,0.038461538461538464,-0.1589529375983098,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,14.5,2.4691546899375605,17.802599303433457,66.94944491037639,23.95593285977083,39282.910810569556
Data Center,2012-01-01,361.671073,24,2.0,1.2333333333333334,340.804611,8.387139,0.0,7.709323,91.253525,0.9583333333333334,3045.035451,361.671073,483.47464699999995,521.138663,-0.07227254203499284,0.25806451335414504,1.454239395880816,0.11979166666666667,0.4782388073050968,data_center,1.4,14.0,7.0,0.5,3.0,19.75,3.0614053525981295,33.215983560258,91.5404585157399,35.73527101606453,57898.141224600644
Robotics,2012-01-01,12.955662,4,1.5,1.125,5.542562,1.7631,1.65,0.0,9.542562,0.0,99.095662,12.955662,13.530662,53.864999999999995,-0.7488041817728733,0.19047618140589612,10.0,0.0,0.03096975409836067,robotics,1.3,16.0,4.0,0.2,7.0,2.25,0.08992778160983182,35.30048367569035,27.571526410765806,19.284022001827005,67331.88672714104
Semiconductor Plant,2012-01-01,202.221994,11,3.3636363636363638,1.4090909090909092,174.977139,1.48551,5.83893,0.0,53.547934,1.0,7997.622046999999,202.221994,238.340253,955.962648,-0.7506803699398511,0.4583333142361119,2.47183552108834,0.125,-0.29668102735438473,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,11.25,9.18841173340085,25.221135531386462,79.00938294602312,32.255107865851386,7795.9491477836245
AI Campus,2012-04-01,1.62,3,1.3333333333333333,1.0666666666666667,1.0,0.32,0.3,0.0,1.0,0.0,411.36328999999995,1.62,8.7,9.027677999999998,-0.03629703714542785,0.11999999520000018,0.2631578947368421,0.0,-0.3457142857142857,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.75,0.3568220818812952,11.356178011186648,61.39010722337925,19.464917942512656,11594.892016877198
AI Intersections,2012-04-01,2452.308965,122,2.139344262295082,1.3032786885245902,1614.736808,9.649151,0.0,440.902681,315.872959,0.5,29275.858403000002,2452.308965,5142.250484,4119.1318169999995,0.24838211356313547,0.3609467444942404,1.2634918359999998,0.0625,0.5878884367588295,AI_Intersections,1.2,20.0,3.0,0.4,8.0,116.5,31.111437518636052,36.74529020237571,20.515825240330525,30.434382888368553,72997.55189394548
Autonomous Vehicles,2012-04-01,1511.769605,12,3.1666666666666665,1.2,204.829025,2.587268,0.795,771.0,1451.0,0.5,4068.9195780000005,1511.769605,1557.495421,323.75957600000004,3.0,0.18461538177514797,10.0,0.0625,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,13.25,3.98052549980426,84.43462512828707,84.79911053570497,52.34410662874842,92245.06401429826
Data Center,2012-04-01,301.434441,25,2.04,1.212,220.094238,8.432003,5.598,0.0,70.0,0.56,3346.469892,301.434441,663.105514,243.53181899999998,1.7228701161104945,0.26881720141056775,0.7670936547382691,0.07,-0.1226507529405505,data_center,1.4,14.0,7.0,0.5,3.0,22.25,3.3063424788600226,38.52481503701254,81.59976592563771,35.20616373590782,82754.53355219477
Robotics,2012-04-01,6.698524,3,6.666666666666667,1.0666666666666667,2.863734,0.73479,1.95,0.0,3.263734,0.0,105.79418600000001,6.698524,19.654186,31.189999999999998,-0.36985615999178706,0.14285713605442207,0.34201863189361514,0.0,-0.3559457204301075,robotics,1.3,16.0,4.0,0.2,7.0,2.75,0.09104044592556322,8.92122789939189,21.795112826478743,8.607624149777072,74453.52419810335
Semiconductor Plant,2012-04-01,526.619329,10,4.0,1.45,428.893941,0.75,0.0,55.21314,154.67384,1.3,8524.241375999998,526.619329,728.841323,392.542638,0.8567188671699941,0.41666664930555625,2.8885118144800885,0.1625,-0.060812581756978734,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,10.5,10.077861394793148,44.70218400395953,83.16537862296873,40.46825361504528,33954.68435984185
AI Campus,2012-07-01,8.195397,9,1.3333333333333333,1.0444444444444445,3.57,4.375397,0.25,0.0,3.5,0.0,419.55868699999996,8.195397,9.815396999999999,15.432678,-0.36398612321295615,0.35999998560000057,3.5,0.0,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,5.5,0.35634768938267447,38.625374447634975,81.71726410196678,34.09073615791701,21033.709074835962
AI Intersections,2012-07-01,2297.147343,124,2.25,1.304032258064516,1626.467061,3.487995,1.25,286.034179,183.117265,0.46774193548387094,31573.005746000003,2297.147343,4749.456308,4978.326795999999,-0.04597337566065766,0.3668639042400476,0.5797180790015014,0.05846774193548387,0.12737994932930474,AI_Intersections,1.2,20.0,3.0,0.4,8.0,119.5,33.57209251710542,26.685388157659776,13.336513434483173,26.102851220643885,71923.36381441152
Autonomous Vehicles,2012-07-01,233.419601,20,1.85,1.155,64.887445,4.968806,0.3,159.0,84.0,0.15,4302.3391790000005,233.419601,1745.1892060000002,274.415095,3.0,0.30769230295857997,0.2,0.01875,0.7276158188503399,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,15.0,4.051058794041627,57.65290100177297,79.9331310549382,41.78222163197174,57991.957554379136
Data Center,2012-07-01,250.512672,21,1.8571428571428572,1.2190476190476192,198.111227,11.654,0.375,6.000001,59.767166,0.5238095238095238,3596.982564,250.512672,551.947113,483.47464699999995,0.14162576317755549,0.22580644918487688,0.8538166571428571,0.06547619047619048,0.528983339076317,data_center,1.4,14.0,7.0,0.5,3.0,22.25,3.57459580100656,30.87566809871379,91.31740404745233,35.06567316681553,51106.75231723929
Robotics,2012-07-01,0.453,2,1.0,1.1,0.25,0.0,0.0,0.0,0.25,0.0,106.24718600000001,0.453,7.151524,13.530662,-0.471457902691095,0.09523809070294806,0.2,0.0,-0.4926016658500735,robotics,1.3,16.0,4.0,0.2,7.0,2.5,0.09432236737613502,4.809115907425537,19.726011113145073,6.65242229283566,46644.795896100564
Semiconductor Plant,2012-07-01,622.164728,13,4.076923076923077,1.4384615384615385,583.871276,1.6115,0.0,21.0,127.522596,2.1538461538461537,9146.406103999998,622.164728,1148.7840569999998,238.340253,3.0,0.5416666440972231,0.824461305156709,0.2692307692307692,0.372786437540514,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,10.0,10.727435886195776,72.79068411387816,91.2456109325786,52.579116527480316,19120.15316790025
AI Campus,2012-10-01,2.528978,4,2.0,1.0,0.0,1.814978,0.2,0.0,1.83,0.0,422.08766499999996,2.528978,10.724375,8.7,0.23268675486359153,0.15999999360000025,0.5228571428571429,0.0,-0.3486127443198457,AI_Campus,1.5,18.0,5.0,0.6,5.0,5.5,0.34320452403282753,15.413521566900796,61.46518192939192,20.89830984037639,18191.327851451137
AI Intersections,2012-10-01,2599.585534,115,2.260869565217391,1.2939130434782609,1894.035257,11.803672,0.0,525.935559,185.071696,0.5565217391304348,34172.59128,2599.585534,4896.7328769999995,5142.250484,-0.04774516677399869,0.34023668538391516,1.0106731115714294,0.06956521739130435,0.0679955993703939,AI_Intersections,1.2,20.0,3.0,0.4,8.0,119.0,36.05437923056865,26.906835779910796,12.645276645820005,27.00046337665124,81848.11296317277
Autonomous Vehicles,2012-10-01,1209.990609,19,2.3684210526315788,1.1842105263157894,473.944308,101.775,2.25,85.6,823.0,0.6842105263157895,5512.329788000001,1209.990609,1443.4102100000002,1557.495421,-0.07324914692429821,0.292307687810651,9.797619047619047,0.08552631578947369,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,16.0,5.321953451067168,59.44913250194293,84.95852345667002,44.175608620274396,84844.85768430856
Data Center,2012-10-01,450.988401,42,2.0476190476190474,1.2,414.016279,22.617122,0.91,0.0,131.75,0.6904761904761905,4047.970965,450.988401,701.501073,663.105514,0.05790263861702319,0.45161289836975377,2.204387606399139,0.08630952380952381,1.0,data_center,1.4,14.0,7.0,0.5,3.0,28.0,3.9600269411102773,45.72139743689033,98.31381421099239,42.16495343210382,86971.35236019922
Robotics,2012-10-01,4.17,2,1.5,1.0,0.0,3.37,0.0,0.0,2.67,0.0,110.41718600000002,4.17,4.623,19.654186,-0.7647828933346364,0.09523809070294806,10.0,0.0,1.0,robotics,1.3,16.0,4.0,0.2,7.0,2.75,0.08905899472567058,44.62422654260631,42.157314108768425,26.19343141499458,98685.42957368556
Semiconductor Plant,2012-10-01,173.107598,8,3.625,1.4,159.294969,7.799999,1.01263,0.0,45.2,1.625,9319.513701999998,173.107598,795.272326,728.841323,0.09114604346995017,0.333333319444445,0.3544469875754412,0.203125,1.0,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,10.5,10.638199921131958,44.231182889873196,99.70563786911313,44.66260344718668,26513.392502696584
AI Campus,2013-01-01,26.449025,8,1.625,1.1125,23.25675,2.193,0.999275,0.0,16.5,0.5,448.53668999999996,26.449025,28.978003,9.815396999999999,1.952300456894362,0.3199999872000005,9.01639344262295,0.0625,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,6.0,0.40591877564094303,75.67187901760991,82.68971089892099,47.319952891150095,20702.703327685103
AI Intersections,2013-01-01,3195.745391,154,2.3506493506493507,1.2863636363636364,2253.408761,32.374886,8.52679,390.767769,255.22,0.5194805194805194,37368.336671,3195.745391,5795.330924999999,4749.456308,0.22020933533341816,0.45562130042715593,1.379033128869149,0.06493506493506493,0.09401763354841175,AI_Intersections,1.2,20.0,3.0,0.4,8.0,128.75,39.19615675844814,33.191624239643374,12.305742182139515,30.371966732789314,90556.23982037432
Autonomous Vehicles,2013-01-01,59.17473,24,1.4583333333333333,1.0958333333333334,30.187692,8.951102,1.780039,17.8,15.0,0.20833333333333334,5571.504518000001,59.17473,1269.1653390000001,1745.1892060000002,-0.27276347177180316,0.36923076355029594,0.2,0.026041666666666668,0.14706040456445868,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,18.75,4.977582106043499,22.377590829278674,71.07029987387364,27.590764601133344,50730.0649807789
Data Center,2013-01-01,371.986702,35,1.7714285714285714,1.2057142857142857,335.538938,21.518644,1.55,4.511,135.0,0.5142857142857142,4419.957667,371.986702,822.975103,551.947113,0.4910397810323546,0.37634408197479485,1.0246679316888045,0.06428571428571428,0.01426106450045006,data_center,1.4,14.0,7.0,0.5,3.0,30.75,4.344617222410874,31.86162401311938,82.99389486989939,33.63788901103098,67443.24093011496
Robotics,2013-01-01,3.515196,3,1.3333333333333333,1.0,0.0,3.025,0.490196,0.0,3.0,0.0,113.93238200000002,3.515196,7.6851959999999995,7.151524,0.07462352435319729,0.14285713605442207,1.1235955056179776,0.0,-0.36433746110387877,robotics,1.3,16.0,4.0,0.2,7.0,2.5,0.09192539179639989,14.84362302515072,21.65215130814224,10.645076042556871,66708.9308435588
Semiconductor Plant,2013-01-01,631.672857,14,3.642857142857143,1.4000000000000001,585.988603,0.0,0.0,0.0,135.826373,1.5,9951.186558999998,631.672857,804.7804550000001,1148.7840569999998,-0.29945018787856453,0.5833333090277788,3.005008252212389,0.1875,1.0,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,11.25,11.359319118397098,52.568942919649324,99.42016874744918,47.7978998560984,16269.18137093624
AI Campus,2013-04-01,87.033638,8,2.0,1.275,79.359998,6.24864,0.35,0.0,40.809998,0.625,535.570328,87.033638,113.482663,10.724375,3.0,0.3199999872000005,2.473333212121212,0.078125,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,7.25,0.5558397819594592,69.80592303755095,83.00906595852524,45.406675465557925,33444.551910384034
AI Intersections,2013-04-01,8085.961138,237,2.329113924050633,1.3130801687763713,3705.920315,27.303774,3.682119,1051.123431,2400.0,0.6118143459915611,45454.297808999996,8085.961138,11281.706529,4896.7328769999995,1.3039252520157585,0.7011834298781555,9.40365175143014,0.07647679324894514,1.0,AI_Intersections,1.2,20.0,3.0,0.4,8.0,157.5,48.66808630221132,80.66366131307294,24.135735991356462,53.73344997829917,318263.7118804161
Autonomous Vehicles,2013-04-01,135.772974,27,1.962962962962963,1.1666666666666667,77.975886,11.275584,8.815511,24.767493,44.709996,0.25925925925925924,5707.277492000001,135.772974,194.94770400000021,1443.4102100000002,-0.864939499863355,0.41538460899408297,2.9806663999999996,0.032407407407407406,-0.45509468719606916,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,22.5,5.428555825215609,17.950889606689003,61.86920229796988,23.921534266919863,126543.95076856998
Data Center,2013-04-01,309.271524,41,2.2439024390243905,1.2317073170731707,248.1706,21.447073,3.98,31.158851,42.8,0.6585365853658537,4729.229190999999,309.271524,681.2582259999999,701.501073,-0.028856473283175754,0.44086021031333106,0.317037037037037,0.08231707317073171,0.012999647575109075,data_center,1.4,14.0,7.0,0.5,3.0,34.75,4.748923916705185,27.765410175185764,82.97464114447756,32.36112341411648,154152.2251847858
Semiconductor Plant,2013-04-01,895.586344,12,4.083333333333333,1.4166666666666667,421.151915,0.597772,0.0,11.768441,427.7,1.3333333333333333,10846.772902999997,895.586344,1527.259201,795.272326,0.9204229169664042,0.4999999791666675,3.1488730101038627,0.16666666666666666,0.3503166278577672,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,11.75,12.529135672060457,53.17586851018405,89.3171510483198,45.95249600946855,144392.64136276353
AI Campus,2013-07-01,23.954376,13,1.6153846153846154,1.0692307692307692,12.5,10.794376,0.6,0.0,7.2,0.15384615384615385,559.524704,23.954376,110.98801399999999,28.978003,2.830077979145837,0.5199999792000009,0.2,0.019230769230769232,0.9614530571246274,AI_Campus,1.5,18.0,5.0,0.6,5.0,8.25,0.48686161069495404,64.14480230295561,81.61356628817862,43.0488170223571,40318.122750146205
AI Intersections,2013-07-01,5468.905279,226,2.163716814159292,1.2827433628318583,3600.706299,55.870951,1.851386,730.50501,276.263531,0.5176991150442478,50923.203087999995,5468.905279,13554.866416999997,5795.330924999999,1.3389288016647762,0.6686390512762158,0.2,0.06471238938053098,0.690368849361179,AI_Intersections,1.2,20.0,3.0,0.4,8.0,183.0,53.26406611798791,52.98921168379235,17.581164552855952,44.24714167473648,204935.70478489847
Autonomous Vehicles,2013-07-01,664.836709,44,1.7272727272727273,1.1568181818181817,93.042994,12.187987,3.665602,527.786005,515.0,0.25,6372.114201000001,664.836709,800.6096830000002,1269.1653390000001,-0.36918409385494233,0.6769230665088759,10.0,0.03125,0.9241235657840063,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,28.5,6.009865561173589,63.05694973025384,82.15687457859194,45.01309727470627,138010.41167419497
Data Center,2013-07-01,603.568905,49,2.63265306122449,1.230612244897959,538.131811,23.652449,2.25426,26.000002,100.52,0.9795918367346939,5332.7980959999995,603.568905,912.8404290000001,822.975103,0.10919567987320318,0.5268817147647128,2.3485981308411215,0.12244897959183673,0.7046674129921857,data_center,1.4,14.0,7.0,0.5,3.0,41.75,5.350369300245279,46.55272685863042,93.48965447133786,41.806015738453226,138723.46070611017
Robotics,2013-07-01,9.045,6,1.1666666666666667,1.0666666666666667,7.0,1.45,0.0,0.0,5.0,0.3333333333333333,122.97738200000002,9.045,12.560196,4.623,1.7168925552903835,0.28571427210884415,1.6666666666666667,0.041666666666666664,0.17514873425847244,robotics,1.3,16.0,4.0,0.2,7.0,3.25,0.10598625649359761,43.362414646771,30.43013748552218,22.826774000347832,154747.8193419125
Semiconductor Plant,2013-07-01,402.266229,15,2.6,1.2733333333333334,331.757531,5.777851,0.0,26.0,139.143676,1.2,11249.039131999998,402.266229,1297.8525730000001,804.7804550000001,0.612679041002954,0.6249999739583344,0.32533008183306056,0.15,-0.1767204802069718,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,12.25,11.679061796223685,39.16057218940622,81.11847980060334,38.657444934932485,23375.0356988063
AI Campus,2013-10-01,117.493647,11,1.7272727272727273,1.1454545454545455,112.6433,2.296347,0.146,0.008,105.0,0.6363636363636364,677.018351,117.493647,141.44802299999998,113.482663,0.24642847651161923,0.4399999824000007,10.0,0.07954545454545454,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,10.0,0.631382525965573,66.20305295067433,83.21676954581086,44.227813929574964,33876.716307029696
AI Intersections,2013-10-01,5939.304215,243,2.42798353909465,1.3127572016460904,3791.40047,47.485302,11.156042,960.09313,356.962756,0.4773662551440329,56862.50730299999,5939.304215,11408.209493999999,11281.706529,0.011213105452052535,0.7189349091155772,1.292109583584523,0.059670781893004114,0.6423559904684406,AI_Intersections,1.2,20.0,3.0,0.4,8.0,215.0,60.86816922504786,43.90249413195858,14.61574699603025,43.36707738521221,186155.4061024991
Autonomous Vehicles,2013-10-01,566.728905,48,2.0625,1.1479166666666667,292.344161,18.191496,2.25,130.015,283.165,0.4375,6938.843106000001,566.728905,1231.5656140000003,194.94770400000021,3.0,0.7384615271005919,0.5498349514563107,0.0546875,-0.2658126845015869,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,35.75,6.4940974540426994,58.69518385790322,64.14824737275049,39.178015175070826,133795.14134973465
Data Center,2013-10-01,1550.60983,63,2.3968253968253967,1.234920634920635,1402.281572,27.972445,0.282,84.200898,537.77908,0.9841269841269841,6883.407926,1550.60983,2154.1787350000004,681.2582259999999,2.1620590410866343,0.6774193475546307,5.349970951054517,0.12301587301587301,1.0,data_center,1.4,14.0,7.0,0.5,3.0,47.0,6.930555534985325,80.16408131850847,97.57736685153883,55.2239923883568,206176.01347987054
Robotics,2013-10-01,112.357407,8,2.625,1.3,104.437407,5.27,2.0,0.65,73.50035,0.625,235.334789,112.357407,121.402407,7.6851959999999995,3.0,0.38095236281179223,10.0,0.078125,1.0,robotics,1.3,16.0,4.0,0.2,7.0,4.75,0.24849031413739528,89.98849452249105,43.466058934297024,42.46188394210108,248322.57273281954
Semiconductor Plant,2013-10-01,401.865163,17,2.411764705882353,1.2411764705882353,297.450551,2.0,1.617512,0.0,96.254773,1.0,11650.904294999998,401.865163,804.131392,1527.259201,-0.4734807346736157,0.7083333038194456,0.691765344764932,0.125,0.660738083258483,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,14.5,11.790817958025617,41.10394834449641,93.16666199570136,42.39437460270933,37132.36904460956
AI Campus,2014-01-01,12.583611,16,1.75,1.0375,3.003874,7.479944,1.789043,0.0,2.614554,0.0625,689.6019620000001,12.583611,130.077258,110.98801399999999,0.1719937418468112,0.639999974400001,0.2,0.0078125,-0.26211578687683196,AI_Campus,1.5,18.0,5.0,0.6,5.0,12.0,0.5824308535015786,27.205606236709936,63.118626141227644,25.53459105955602,47566.61335531849
AI Intersections,2014-01-01,7543.579858,324,2.5987654320987654,1.278395061728395,3986.633159,58.840004,3.630452,1441.531088,250.0,0.4351851851851852,64406.08716099999,7543.579858,13482.884073000001,13554.866416999997,-0.005310442890415239,0.9585798788207696,0.7003531763408953,0.05439814814814815,0.6802535770284712,AI_Intersections,1.2,20.0,3.0,0.4,8.0,257.5,67.1386301752543,48.336039558653034,12.225370330936286,46.82940849836436,239425.82054694105
Autonomous Vehicles,2014-01-01,728.466647,58,1.7758620689655173,1.1568965517241379,332.026424,16.577723,4.733629,53.16089,240.0,0.3275862068965517,7667.309753000001,728.466647,1295.1955520000001,800.6096830000002,0.6177615370937728,0.8923076785798819,0.8475623752935567,0.040948275862068964,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,44.25,7.2321193503201195,56.04508324717894,82.37454070788402,43.10226205361168,162658.1854725338
Data Center,2014-01-01,1024.160066,63,2.3015873015873014,1.2634920634920634,816.933546,31.809061,5.572766,75.064701,139.8,0.6984126984126984,7907.567992,1024.160066,2574.769896,912.8404290000001,1.8206133431228495,0.6774193475546307,0.25995804820075935,0.0873015873015873,0.8766084385457413,data_center,1.4,14.0,7.0,0.5,3.0,54.0,8.146106702220784,61.144265285847,94.71367539089222,48.33735437865782,210008.1416409894
Robotics,2014-01-01,32.32792,8,2.25,1.1125,16.659989,3.453135,0.0,0.0,14.5,0.25,267.662709,32.32792,144.685327,12.560196,3.0,0.38095236281179223,0.2,0.03125,1.0,robotics,1.3,16.0,4.0,0.2,7.0,6.25,0.24183602681075744,63.36555668345157,42.86379610385751,32.990628275896725,243833.79682607896
Semiconductor Plant,2014-01-01,506.643731,24,2.4166666666666665,1.3083333333333333,458.354185,0.535952,0.0,0.0,153.624633,1.0833333333333333,12157.548025999999,506.643731,908.508894,1297.8525730000001,-0.2999906821466149,0.999999958333335,1.5960209370604406,0.13541666666666666,-0.0989666760368651,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,17.0,12.969356868747509,43.32375952107982,81.74519269213644,40.78735675291105,32844.049284083594
AI Campus,2014-04-01,76.626553,17,2.0588235294117645,1.1588235294117646,65.542216,9.644337,1.25,0.0,23.6,0.4117647058823529,766.228515,76.626553,89.210164,141.44802299999998,-0.36930780312632705,0.679999972800001,9.026396088969667,0.051470588235294115,-0.05978771679060452,AI_Campus,1.5,18.0,5.0,0.6,5.0,14.25,0.7230612522215467,49.720356049787874,66.66010710145271,34.35637589367755,44190.93456359715
AI Intersections,2014-04-01,9885.544052,312,2.855769230769231,1.351602564102564,6883.414883,42.267937,0.957742,764.512898,534.305937,0.75,74291.63121299999,9885.544052,17429.12391,11408.209493999999,0.5277703235234987,0.9230769203459263,2.137223748,0.09375,0.11127823169609696,AI_Intersections,1.2,20.0,3.0,0.4,8.0,276.25,81.87862050070905,50.92521720432931,3.001305562254488,51.3256006123625,316977.4351760721
Autonomous Vehicles,2014-04-01,3166.596906,65,2.1384615384615384,1.1784615384615384,2314.867403,30.357783,4.503774,152.412369,1507.45,0.49230769230769234,10833.906659000002,3166.596906,3895.0635530000004,1231.5656140000003,2.1626926787818763,0.9999999846153849,6.281041666666667,0.06153846153846154,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,53.75,10.409898315423712,87.36485609801488,82.03991016470927,55.251636501652015,306575.6238233501
Data Center,2014-04-01,4293.388134,93,2.913978494623656,1.2989247311827956,2933.698527,38.240952,6.504253,405.0,1107.215,1.1827956989247312,12200.956126000001,4293.388134,5317.548199999999,2154.1787350000004,1.4684804989180797,0.9999999892473119,7.919992846924176,0.1478494623655914,1.0,data_center,1.4,14.0,7.0,0.5,3.0,67.0,12.922060547412984,89.25993225932058,96.59485469316611,60.55851418301893,461624.2396057655
Robotics,2014-04-01,53.313,14,1.7857142857142858,1.1714285714285713,39.8,9.78,0.035,0.0,19.67,0.2857142857142857,320.975709,53.313,85.64092,121.402407,-0.29456983258519887,0.6666666349206364,1.3565517241379312,0.03571428571428571,1.0,robotics,1.3,16.0,4.0,0.2,7.0,9.0,0.3056233437192348,43.16459550445355,43.11720882388733,26.009159970018267,398543.71045552636
Semiconductor Plant,2014-04-01,719.926251,20,2.85,1.33,323.941883,3.603484,0.0,135.000001,239.0,0.75,12877.474277,719.926251,1226.569982,804.131392,0.5253352793801448,0.8333332986111125,1.5557400875938954,0.09375,-0.09806988135585065,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,19.0,13.964928234350223,44.719337922259506,80.99740884321136,41.48709177733376,119150.67683589843
AI Campus,2014-07-01,656.716686,21,2.7142857142857144,1.1571428571428573,243.85,10.988168,1.371132,0.0,509.0,0.42857142857142855,1422.945201,656.716686,733.343239,130.077258,3.0,0.8399999664000013,10.0,0.05357142857142857,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,16.25,1.3416688371548307,100.0,82.47091593135396,56.15439651770042,206040.38655599995
